Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"JF Muth","Abstract to “Rational Expectations and the Theory of Price Movements.”",1960,"Econometrica","","","https://scholar.google.com/scholar?cites=5360556684908904028&as_sdt=2005&sciodt=2007&hl=en",21,"2022-02-09 13:55:36","CITATION","","","",,,,,3,0.05,3,1,62,"","https://scholar.google.com/scholar?output=instlink&q=info:XD5XSueFZEoJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=2938453220724434969&oi=lle","https://scholar.google.com/scholar?q=related:XD5XSueFZEoJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
4,"JF Muth","Optimal properties of exponentially weighted forecasts, Reprinted in RE Lucas and TJ Sargent, eds",1960,"Rational expectations and econometric practice","","","https://scholar.google.com/scholar?cites=16790648009394752573&as_sdt=2005&sciodt=2007&hl=en",40,"2022-02-09 13:55:36","CITATION","","","",,,,,4,0.06,4,1,62,"","","https://scholar.google.com/scholar?q=related:PQyYZGddBOkJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1425,"JF Muth","Optimal properties of exponentially weighted forecasts",1960,"Journal of the american statistical association","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/01621459.1960.10482064","https://scholar.google.com/scholar?cites=18004959363591691263&as_sdt=2005&sciodt=2007&hl=en",65,"2022-02-09 13:55:36","","10.1080/01621459.1960.10482064","","",,,,,1425,22.98,1425,1,62,"The exponentially weighted average can be interpreted as the expected value of a time series made up of two kinds of random components: one lasting a single time period (transitory) and the other lasting through all subsequent periods (permanent). Such a time series may, …","https://www.researchgate.net/profile/Mark-Leeds/post/minimal_assumptions_for_exponential_smoothing_to_be_valid/attachment/59d625aa6cda7b8083a21ed0/AS%3A457399359283200%401486063913734/download/muth_opt.pdf","https://scholar.google.com/scholar?q=related:_9s5liV33vkJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
137,"M Nerlove, KL Bachman","The analysis of changes in agricultural supply: problems and approaches",1960,"Journal of farm economics","JSTOR","https://www.jstor.org/stable/1235403","https://scholar.google.com/scholar?cites=13630912244037456547&as_sdt=2005&sciodt=2007&hl=en",66,"2022-02-09 13:55:36","","","","",,,,,137,2.21,69,2,62,"… , and the interesting rational expectations hypothesis which has recently been … rational expectations hypothesis is the most attractive formulated to date which is sufficiently simple to be used in connection with time-series analysis. Stated in concise form, the rational expectations …","https://scholar.google.com/scholar?output=instlink&q=info:oxJgXne6Kr0J:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=16359776680470804127&oi=lle","https://scholar.google.com/scholar?q=related:oxJgXne6Kr0J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
5,"C Gislason","Grain storage rules",1960,"Journal of Farm Economics","JSTOR","https://www.jstor.org/stable/1235406","https://scholar.google.com/scholar?cites=15340438654840497975&as_sdt=2005&sciodt=2007&hl=en",69,"2022-02-09 13:55:36","","","","",,,,,5,0.08,5,1,62,"… To derive the storage rule for this model we assume a known demand and some type of rational expectations in regard to the size of next year's crop. The best estimate of this is usually taken to be an average crop. Some two-year time horizon models, however, take into …","https://scholar.google.com/scholar?output=instlink&q=info:N2dw8K0v5NQJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=5052071710501286864&oi=lle","https://scholar.google.com/scholar?q=related:N2dw8K0v5NQJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"WB Kristensen","Attributes and Capacities of Man",1960,"The Meaning of Religion","Springer","https://link.springer.com/chapter/10.1007/978-94-017-6580-0_12","",182,"2022-02-09 13:55:36","","10.1007/978-94-017-6580-0_12","","",,,,,0,0.00,0,1,62,"… In this way divine activities are performed, for such a finite act as the plowing of the field has results which go beyond any rational expectations; it has infinite results. The religio-magical act presupposes a mystical insight. One may ask whether each farmer who went out plowing …","",""
154,"GB Richardson","Equilibrium, expectations and information",1959,"The Economic Journal","JSTOR","https://www.jstor.org/stable/2228002","https://scholar.google.com/scholar?cites=6865903696660745641&as_sdt=2005&sciodt=2007&hl=en",48,"2022-02-09 13:55:36","","","","",,,,,154,2.44,154,1,63,"… If, however, any configuration other than the equilibrium is assumed to exist, we have as yet discovered no way in which entrepreneurs could obtain any information about each other's projected activities and therefore no way in which rational expectations could be formed. …","https://scholar.google.com/scholar?output=instlink&q=info:qU2B9QiXSF8J:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=12477912531336138755&oi=lle","https://scholar.google.com/scholar?q=related:qU2B9QiXSF8J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
5,"TL Smith","California Institute of Technology",1959,"Jet Propulsion Laboratory (personal communication)","academia.edu","https://www.academia.edu/download/41882443/Price_Expectations_in_Experimental_Asset20160202-30232-ck3hlc.pdf","https://scholar.google.com/scholar?cites=5552067813277168305&as_sdt=2005&sciodt=2007&hl=en",57,"2022-02-09 13:55:36","PDF","","","",,,,,5,0.08,5,1,63,"… There is a puzzle concerning the level of premiums and discounts from NAV for closed-end funds, which provides a challenge to a rational expectations theory of asset pricing, since the data in Figure 1 was generated from an experiment in which the fundamental value of the …","https://www.academia.edu/download/41882443/Price_Expectations_in_Experimental_Asset20160202-30232-ck3hlc.pdf","https://scholar.google.com/scholar?q=related:sfJDk0LoDE0J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
46,"TC Schelling","For the abandonment of symmetry in game theory",1959,"The Review of Economics and Statistics","JSTOR","https://www.jstor.org/stable/1927448","https://scholar.google.com/scholar?cites=8632872765131220482&as_sdt=2005&sciodt=2007&hl=en",64,"2022-02-09 13:55:36","","","","",,,,,46,0.73,46,1,63,"… The model's relation to the cooperative game was heuristic: it was to help to discover what might constitute ""rational expectations"" (and hence the indicated rational outcome) in the corresponding cooperative game. The argument of the present paper is that the relation is likely …","","https://scholar.google.com/scholar?q=related:AmbKfAogzncJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"D Barsbold","PROPERTY VALUATION THEORY",1959,"Review of Economics and Statistics","researchgate.net","https://www.researchgate.net/profile/Barsbold-Dagva/publication/345897141_PROPERTY_VALUATION_THEORY/links/5fb124ff299bf10c36808fc3/PROPERTY-VALUATION-THEORY.pdf","",133,"2022-02-09 13:55:36","PDF","","","",,,,,0,0.00,0,1,63,"To determine theoretical approaches towards property valuation, it is crucial to undertake numerous review concerning on economics, finance theory, management theory, portfolio theory, investment theory and relevant significant fundamentals by dedicated scientists. In fact, it …","https://www.researchgate.net/profile/Barsbold-Dagva/publication/345897141_PROPERTY_VALUATION_THEORY/links/5fb124ff299bf10c36808fc3/PROPERTY-VALUATION-THEORY.pdf","https://scholar.google.com/scholar?q=related:NBPe8mqNwd4J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"SL McDONALD","Term Structure of Yields, Financial Intermediaries, and Contracyclical Monetary Policy",1959,"The Southwestern Social Science Quarterly","JSTOR","https://www.jstor.org/stable/42866327","https://scholar.google.com/scholar?cites=9417202070300434198&as_sdt=2005&sciodt=2007&hl=en",134,"2022-02-09 13:55:36","","","","",,,,,2,0.03,2,1,63,"… In summary, the play of market participants' rational expectations during economic fluctuations tends, first, to produce the characteristic swings of the short rate relative to the long rate and, second, to help check cyclical movements in investment expenditures at certain critical …","","https://scholar.google.com/scholar?q=related:Fp9UcmOfsIIJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"RK Weller","Symposium Paper 3 Statutory Bodies & Professional Ethics",1958,"Clinical and Experimental Optometry","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1111/j.1444-0938.1958.tb03573.x","",94,"2022-02-09 13:55:36","","10.1111/j.1444-0938.1958.tb03573.x","","",,,,,0,0.00,0,1,64,"… Justice demands that unless there is a good reason to the contrary, men’s rational expectations shall so far as possible be fulfilled, rather than frustrated. Even if customs are not ideally just and reasonable, even if it can be shown that the national conscience has gone astray in …","",""
4,"TC Schelling","For the Abandonment of Symmetry in the theory of Cooperative Games",1958,"","apps.dtic.mil","https://apps.dtic.mil/sti/citations/AD0606928","https://scholar.google.com/scholar?cites=9094420449765679732&as_sdt=2005&sciodt=2007&hl=en",112,"2022-02-09 13:55:36","","","","",,,,,4,0.06,4,1,64,"… on the notion of ""rational expectations""; the point of deriarture for this argiasnt it the operational ideotificatioo of Irrational expectations. … And it is a tacit ""sgreeaent* in the sense that both can hold confident rational expectations only if botn are avar» that both accept the indicated …","https://apps.dtic.mil/sti/pdfs/AD0606928.pdf","https://scholar.google.com/scholar?q=related:dOJU-jbfNX4J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"RL Bloom, BL Crapster, HL Dunkelberger…","7. Malthus and the Problem of Population",1958,"","cupola.gettysburg.edu","https://cupola.gettysburg.edu/contemporary_sec14/7/","",158,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,4,64,"… Of Our Rational Expectations Respecting the Future Improvement of Society In taking a general and concluding view of our rational expectations respecting the mitigation of the evils aris ing from the principle of population, it may be observed that though the increase of …","https://cupola.gettysburg.edu/cgi/viewcontent.cgi?article=1006&context=contemporary_sec14",""
4027,"M Deutsch","Trust and suspicion",1958,"Journal of conflict resolution","journals.sagepub.com","https://journals.sagepub.com/doi/pdf/10.1177/002200275800200401","https://scholar.google.com/scholar?cites=3083471783758353162&as_sdt=2005&sciodt=2007&hl=en",198,"2022-02-09 13:55:36","","10.1177/002200275800200401","","",,,,,4027,62.92,4027,1,64,"Whenever philosophers, poets, statesmen, or theologians have written about man’s re-lationship to his fellow man, to nature, or to animals, the phenomena of trust and be-trayal, faith and suspicion, responsibility and irresponsibility, have been discussed. The significance of the …","https://scholar.google.com/scholar?output=instlink&q=info:ClPbGUCxyioJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=1602065808495566275&oi=lle","https://scholar.google.com/scholar?q=related:ClPbGUCxyioJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
3,"RW Gray","Caricature and the Orientation of Agricultural Economics",1957,"Journal of Farm Economics","JSTOR","https://www.jstor.org/stable/1233880","https://scholar.google.com/scholar?cites=18101535612473111194&as_sdt=2005&sciodt=2007&hl=en",100,"2022-02-09 13:55:36","","","","",,,,,3,0.05,3,1,65,"… acterizing,"" or ""deeply justifying,"" the ""wholly hypothetical,"" ""admittedly invisible"" and even the ""outrageously unpopular"" (however, ""inherently salutary"") he would rely upon ""the present habit,"" ""the national supposition,"" the ""wide agreement,"" the ""weight of rational expectations,"" ""…","https://scholar.google.com/scholar?output=instlink&q=info:mvKKxruSNfsJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=7653519858990199747&oi=lle","https://scholar.google.com/scholar?q=related:mvKKxruSNfsJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
20,"FW Bateson","Second Thoughts: II. LC Knights and Restoration Comedy",1957,"Essays in Criticism","academic.oup.com","https://academic.oup.com/eic/article-abstract/VII/1/56/678762","https://scholar.google.com/scholar?cites=17658644418513241413&as_sdt=2005&sciodt=2007&hl=en",126,"2022-02-09 13:55:36","CITATION","","","",,,,,20,0.31,20,1,65,"… of the auditor's normal rational expectations. On the stage are two human beings — looking, in spite of the beau's oddities and girl's country ways, very much like you and me — and a sort of lesson is apparently in progress. Tattle, the would-be seducer, is instructing Prue in the …","","https://scholar.google.com/scholar?q=related:RYVqBIobEPUJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"SIRH READ, M FORDHAM, G ADLER","CG JUNG",1957,"The tenth muse","api.taylorfrancis.com","https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781315725369&type=googlepdf","https://scholar.google.com/scholar?cites=10939264105891323669&as_sdt=2005&sciodt=2007&hl=en",216,"2022-02-09 13:55:36","","","","",,,,,2,0.03,1,3,65,"44 The symbols of the process of individuation that appear in dreams are images of an archetypal nature which depict the cen tralizing process or the production of a new centre of person ality. A general idea of this process may be got from my essay,“The Relations between the …","","https://scholar.google.com/scholar?q=related:FV_V374S0JcJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
9,"J Zimmerman","Blockages in therapy",1956,"The American Journal of Psychoanalysis","Springer","https://link.springer.com/article/10.1007/BF01873269","https://scholar.google.com/scholar?cites=5484787103390376701&as_sdt=2005&sciodt=2007&hl=en",113,"2022-02-09 13:55:36","","10.1007/BF01873269","","",,,,,9,0.14,9,1,66,"… They may not be accessible to rational expectations-nor can they be expected to be. During the analytic relationship, the patient may resort (unconsciously) to ""blockages"" of an acute or chronic variety. Acute blockages may manifest themselves in the patient's overt actions in …","","https://scholar.google.com/scholar?q=related:_SI6ls_gHUwJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1,"S Cannavo","On the Epistemological Foundations of Probability",1956,"","search.proquest.com","https://search.proquest.com/openview/7a821fbb629a83a3d752cda981ad5de1/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=16332370944430650760&as_sdt=2005&sciodt=2007&hl=en",226,"2022-02-09 13:55:36","BOOK","","","",,,,,1,0.02,1,1,66,"systematization, while the formalism in the long-run proves highly expedient if not entirely essential in such systematization. It is noteworthy in this general connection,, that though a measure of controversy touches every-phase of development in the subject, the most …","","https://scholar.google.com/scholar?q=related:iDWzYtc8qOIJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
10,"JK Galbraith","Farm policy: the current position",1955,"Journal of Farm Economics","JSTOR","https://www.jstor.org/stable/1233928","https://scholar.google.com/scholar?cites=14856714896604129511&as_sdt=2005&sciodt=2007&hl=en",116,"2022-02-09 13:55:36","","","","",,,,,10,0.15,10,1,67,"… The weight of rational expectations would be to the contrary. More substantial adjustments might be expected outside the specialized wheat area, but relatively large shifts here would be required for a significant effect on total output. Nor is there reason to expect that nominal or …","https://scholar.google.com/scholar?output=instlink&q=info:5-hX9XunLc4J:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=5548287064045227291&oi=lle","https://scholar.google.com/scholar?q=related:5-hX9XunLc4J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
22,"AG Pikler, JD Harris","Channels of reception in pitch discrimination",1955,"The Journal of the Acoustical Society of …","asa.scitation.org","https://asa.scitation.org/doi/abs/10.1121/1.1907472","https://scholar.google.com/scholar?cites=4342278761866414295&as_sdt=2005&sciodt=2007&hl=en",179,"2022-02-09 13:55:36","","10.1121/1.1907472","","",,,,,22,0.33,11,2,67,"… Now, the place theorist is bound to certain rational expectations; because of alJeged rigidity of relative mistuning, the psychometric performance in interaural pitch discrimination should be predictable on the basis of monaural psychometric curves. Another conclusion from …","","https://scholar.google.com/scholar?q=related:10jFDIffQjwJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
12,"A Ginsberg","Operational definitions and theories",1955,"The Journal of General Psychology","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1080/00221309.1955.9920241","https://scholar.google.com/scholar?cites=12426909091704623617&as_sdt=2005&sciodt=2007&hl=en",187,"2022-02-09 13:55:36","","10.1080/00221309.1955.9920241","","",,,,,12,0.18,12,1,67,"… By experiment we determine what is actually the case and in combination with the theory, we arrive at its interpretation, one which may be further elaborated into a variety of rational expectations. O r else by experiment we confirm a deduction from the theory or fail to do so. In …","","https://scholar.google.com/scholar?q=related:AVIgc_o_dawJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
